| NO   | NO EMP | PUESTO                 | APELLIDO PATERNO | APELLIDO MATERNO  | NOMBRE               | TELEFONO   | EDAD | SEXO       | EST |
 1    | 300019 | InvCien                | HIDALGO          | FLORES            | MIGUEL               | 6461016520 | 21   | HOMBRE     | DF  |
 26   | 300310 | EspRRHH                | SALAZAR          | URIBE             | ROBERTO              | 6461029569 | 42   | HOMBRE     | MC  |
 27   | 300311 | RepVInt                | CERVANTES        | BAUTISTA          | MARIO                | 6461010044 | 21   | HOMBRE     | MS  |
 28   | 300319 | Arquitect              | OSORIO           | ALVAREZ           | ROBERTO              | 6461001038 | 33   | HOMBRE     | CL  |
 29   | 300323 | ProfPrim               | LEAL             | MENENDEZ          | MARiA                | 6461030996 | 19   | MUJER      | JC  |
 30   | 300326 | IngRed                 | TORRES           | RIVERA            | ARMANDO              | 6461030595 | 21   | HOMBRE     | NT  |
 31   | 300347 | AsistAdm               | GOMEZ            | SOTO              | JORGE                | 6461013896 | 45   | HOMBRE     | HG  |
 32   | 300349 | ConsFin                | SOSA             | ARIAS             | EDUARDO              | 6461012779 | 34   | HOMBRE     | YN  |
 33   | 300377 | AnlVent                | GONZALES         | GUERRERO          | MANUEL               | 6461007384 | 20   | HOMBRE     | GR  |
 34   | 300381 | MedGen                 | LARA             | MENDOZA           | ALEJANDRO            | 6461002919 | 37   | HOMBRE     | PL  |
 35   | 300389 | ProfPrim               | ROMERO           | REYES             | GLORIA               | 6461011320 | 29   | MUJER      | BC  |
 36   | 300401 | IngCivil               | HERRERA          | MACIAS            | MIGUEL               | 6461028305 | 39   | HOMBRE     | NE  |
 37   | 300410 | InvCien                | CASTILLO         | MORA              | ISRAEL               | 6461023147 | 50   | HOMBRE     | DF  |
 38   | 300442 | DisUX                  | CHACON           | PARDO             | NATALIA              | 6461001938 | 39   | MUJER      | QR  |
 39   | 300445 | DevSoft                | ESTRELLA         | VARELA            | ISRAEL               | 6461004349 | 49   | HOMBRE     | MN  |
 40   | 300454 | IngElec                | LEAL             | MERCADO           | GABRIELA             | 6461021799 | 25   | MUJER      | NT  |
 41   | 300466 | ChefEje                | SOTO             | MEDINA            | ADRIANA              | 6461014423 | 33   | MUJER      | NT  |
 42   | 300469 | DevSoft                | OSORIO           | DURAN             | PILAR                | 6461008206 | 48   | MUJER      | MS  |
 43   | 300482 | EspSeg                 | CABRERA          | MORENO            | SALVADOR             | 6461020911 | 41   | HOMBRE     | NT  |
 44   | 300486 | EspLog                 | TOVAR            | SERRANO           | GLORIA               | 6461014949 | 37   | MUJER      | CS  |
 45   | 300491 | ConsFin                | ESTRELLA         | GUZMAN            | ADRIANA              | 6461021133 | 30   | MUJER      | NL  |
 46   | 300498 | GteProj                | GUZMAN           | LOPEZ             | EMILIO               | 6461031211 | 28   | HOMBRE     | BC  |
 47   | 300504 | GteProj                | DELGADO          | OCHOA             | RAUL                 | 6461016697 | 24   | HOMBRE     | DF  |
 48   | 300506 | EspERen                | VARELA           | MERCADO           | FERNANDO             | 6461025921 | 34   | HOMBRE     | SP  |
 49   | 300510 | PsOrg                  | ALVARADO         | ORTIZ             | JAVIER               | 6461009913 | 49   | HOMBRE     | AG  |
 50   | 300511 | DisUX                  | SALAZAR          | CORDERO           | ROSA                 | 6461009400 | 47   | MUJER      | HG  |
 51   | 300512 | EdCont                 | DIAZ             | CERVANTES         | SILVIA               | 6461012135 | 18   | MUJER      | CH  |
 52   | 300524 | AsServ                 | ESPINOZA         | ESPINOZA          | ARTURO               | 6461011939 | 26   | HOMBRE     | SP  |
 53   | 300540 | DisGraf                | SOLIS            | GOMEZ             | SOFIA                | 6461025764 | 40   | MUJER      | AG  |
 54   | 300549 | EspSeg                 | BELTRAN          | ESCOBAR           | PILAR                | 6461032184 | 26   | MUJER      | CC  |
 55   | 300569 | EspLog                 | RIOS             | SOTO              | ISABEL               | 6461027619 | 40   | MUJER      | HG  |
 56   | 300575 | IngElec                | GARZA            | CORDERO           | PAULA                | 6461015433 | 26   | MUJER      | CL  |
 57   | 300584 | TrabSoc                | ROJAS            | REYES             | ISRAEL               | 6461013366 | 40   | HOMBRE     | DF  |
 58   | 300619 | Abogado                | SALAZAR          | SOTO              | EMILIO               | 6461024534 | 35   | HOMBRE     | NE  |
 59   | 300620 | AnMktDg                | SOSA             | SUAREZ            | MARiA                | 6461000276 | 20   | MUJER      | SP  |
 60   | 300639 | Contado                | ESTRELLA         | CONTRERAS         | DANIEL               | 6461003652 | 39   | HOMBRE     | OC  |
 61   | 300650 | AnlDatos               | ESPINOSA         | LEON              | MANUEL               | 6461007805 | 33   | HOMBRE     | NL  |
 62   | 300657 | AnlDatos               | OSORIO           | QUINTERO          | CONSUELO             | 6461015511 | 38   | MUJER      | GT  |
 63   | 300670 | Enferm                 | GUERRERO         | CERVANTES         | SONIA                | 6461023861 | 26   | MUJER      | HG  |
 64   | 300677 | RepVInt                | CAMACHO          | VARELA            | SOFIA                | 6461029304 | 46   | MUJER      | TC  |
 65   | 300680 | TrabSoc                | ROMAN            | VALDES            | ANA                  | 6461028641 | 44   | MUJER      | TS  |
 66   | 300686 | Contado                | BELTRAN          | MERCADO           | LUIS                 | 6461009709 | 27   | HOMBRE     | SR  |
 67   | 300703 | Enferm                 | ZAMORA           | ARIAS             | RAUL                 | 6461030349 | 20   | HOMBRE     | MC  |
 68   | 300727 | Traduct                | PACHECO          | CRUZ              | VICTORIA             | 6461027253 | 37   | MUJER      | ZS  |
 69   | 300728 | DevSoft                | MOLINA           | VEGA              | ISABEL               | 6461004270 | 32   | MUJER      | SL  |
 70   | 300734 | AsistAdm               | GUZMAN           | VALDES            | RAUL                 | 6461027903 | 23   | HOMBRE     | VZ  |
 71   | 300752 | AnMktDg                | CAMACHO          | CERVANTES         | CARMEN               | 6461018724 | 19   | MUJER      | PL  |
 72   | 300765 | ChefEje                | HERNANDEZ        | GARZA             | ENRIQUE              | 6461027190 | 20   | HOMBRE     | CS  |
 73   | 300766 | AnlSist                | HERRERA          | MACIAS            | CONSUELO             | 6461018715 | 46   | MUJER      | NE  |
 74   | 300770 | Abogado                | VEGA             | ROJAS             | RAUL                 | 6461015130 | 30   | HOMBRE     | PL  |
 75   | 300777 | ProfPrim               | ORTIZ            | CERVANTES         | EMILIO               | 6461027398 | 46   | HOMBRE     | MS  |
 76   | 300796 | EspSeg                 | BARRIOS          | CABRERA           | CARLOS               | 6461023373 | 33   | HOMBRE     | PL  |
 77   | 300797 | DevSoft                | ROMAN            | DIAZ              | ERNESTO              | 6461022153 | 30   | HOMBRE     | YN  |
 78   | 300802 | AnlVent                | ESTRELLA         | FLORES            | LUIS                 | 6461029241 | 21   | HOMBRE     | DF  |
 79   | 300808 | AnlVent                | CASILLAS         | RIVERA            | ALEJANDRO            | 6461007096 | 23   | HOMBRE     | CS  |
 80   | 300812 | AnlSist                | CERVANTES        | PARDO             | SILVIA               | 6461015893 | 26   | MUJER      | NE  |
 81   | 300826 | Abogado                | SANDOVAL         | GUERRERO          | VICTORIA             | 6461012599 | 20   | MUJER      | YN  |
 82   | 300838 | Traduct                | GUZMAN           | GARZA             | RICARDO              | 6461031688 | 45   | HOMBRE     | JC  |
 83   | 300848 | IngRed                 | SALAZAR          | JIMENEZ           | RAQUEL               | 6461032560 | 41   | MUJER      | TS  |
 84   | 300872 | MedGen                 | VALDES           | AGUILAR           | FRANCISCO            | 6461031232 | 22   | HOMBRE     | QR  |
 85   | 300881 | RepVInt                | SOTO             | VALENCIA          | GUILLERMO            | 6461018940 | 38   | HOMBRE     | TL  |
 86   | 300886 | EspSeg                 | GONZALES         | RAMIREZ           | PATRICIA             | 6461019532 | 30   | MUJER      | VZ  |
 87   | 300896 | AsServ                 | CRUZ             | VALDES            | MANUEL               | 6461031332 | 41   | HOMBRE     | SL  |
 88   | 300921 | ProfPrim               | ROLDAN           | TOVAR             | GLORIA               | 6461023905 | 23   | MUJER      | NL  |
 89   | 300931 | EdCont                 | MORENO           | CABRERA           | GABRIELA             | 6461001460 | 31   | MUJER      | QT  |
 90   | 300935 | EspRRHH                | SOLANO           | MIRANDA           | JOSE                 | 6461014614 | 35   | HOMBRE     | TS  |
 91   | 300940 | TecSup                 | BARRIOS          | MENDOZA           | PAULA                | 6461018493 | 46   | MUJER      | BS  |
 92   | 300952 | DisGraf                | LOPEZ            | ESPINOZA          | MARTA                | 6461021788 | 39   | MUJER      | OC  |
 93   | 300956 | EspLog                 | ESCOBAR          | OSORIO            | ANTONIO              | 6461008406 | 18   | HOMBRE     | SL  |
 94   | 300967 | ConsFin                | PENA             | QUINTERO          | OSCAR                | 6461005241 | 20   | HOMBRE     | ZS  |
 95   | 300995 | Contado                | CASTANEDA        | MENENDEZ          | DANIEL               | 6461018429 | 25   | HOMBRE     | HG  |
 96   | 300999 | MedGen                 | MACIEL           | RAMIREZ           | JULIA                | 6461026342 | 28   | MUJER      | YN  |
 97   | 301003 | TecSup                 | NUNEZ            | CASILLAS          | MARiA                | 6461013119 | 49   | MUJER      | SP  |
 98   | 301004 | InvCien                | SOTO             | LARA              | BEATRIZ              | 6461030823 | 28   | MUJER      | TL  |
 99   | 301005 | IngElec                | VASQUEZ          | ZAMORA            | JULIA                | 6461005397 | 23   | MUJER      | SR  |
 100  | 301031 | ProfPrim               | CERVANTES        | VALENCIA          | BEATRIZ              | 6461001502 | 41   | MUJER      | NL  |
 101  | 301034 | AnMktDg                | RIOS             | LOPEZ             | EDUARDO              | 6461007079 | 33   | HOMBRE     | OC  |
 102  | 301044 | TecSup                 | CASTANEDA        | ROJAS             | ENRIQUE              | 6461000657 | 28   | HOMBRE     | DG  |
 103  | 301047 | AsServ                 | MERCADO          | NUNEZ             | SALVADOR             | 6461010905 | 28   | HOMBRE     | TL  |
 104  | 301078 | EspERen                | ROMERO           | MACIAS            | ARTURO               | 6461031417 | 47   | HOMBRE     | DF  |
 105  | 301102 | AnlVent                | MACIEL           | BAUTISTA          | PILAR                | 6461032098 | 33   | MUJER      | CL  |
 106  | 301104 | ProfPrim               | BARRIOS          | ROMERO            | EMILIO               | 6461030253 | 44   | HOMBRE     | TC  |
 107  | 301116 | ConsFin                | CABRERA          | LARA              | CARMEN               | 6461031154 | 33   | MUJER      | JC  |
 108  | 301122 | TrabSoc                | CRUZ             | VALDES            | LOURDES              | 6461020423 | 27   | MUJER      | SR  |
 109  | 301123 | EspRRHH                | NUNEZ            | RUBIO             | JULIA                | 6461031899 | 39   | MUJER      | SL  |
 110  | 301140 | InvCien                | CASTILLO         | GUZMAN            | SUSANA               | 6461020252 | 34   | MUJER      | SP  |
 111  | 301145 | ChefEje                | ORTIZ            | ALVAREZ           | JOSE                 | 6461030655 | 38   | HOMBRE     | TL  |
 112  | 301160 | Contado                | REYES            | CABRERA           | SONIA                | 6461011095 | 19   | MUJER      | DG  |
 113  | 301164 | DevSoft                | GUZMAN           | AGUILAR           | NATALIA              | 6461027748 | 42   | MUJER      | MC  |
 114  | 301174 | TecSup                 | CERVANTES        | ESPINOSA          | BEATRIZ              | 6461024329 | 46   | MUJER      | SR  |
 115  | 301178 | EspRRHH                | RAMIREZ          | JIMENEZ           | SUSANA               | 6461012407 | 49   | MUJER      | GR  |
 116  | 301195 | DisGraf                | MENENDEZ         | VALENZUELA        | JULIA                | 6461030951 | 47   | MUJER      | VZ  |
 117  | 301196 | Contado                | SOSA             | ESTRELLA          | ALBERTO              | 6461004311 | 20   | HOMBRE     | NT  |
 118  | 301204 | EdCont                 | DURAN            | SOLANO            | JUAN                 | 6461011915 | 36   | HOMBRE     | VZ  |
 119  | 301207 | DisGraf                | ROLDAN           | MENDEZ            | VICTORIA             | 6461001471 | 30   | MUJER      | CS  |
 120  | 301211 | ConsFin                | SOTO             | PENA              | LUIS                 | 6461018606 | 38   | HOMBRE     | CC  |
 121  | 301214 | AnlVent                | OCHOA            | PACHECO           | AURORA               | 6461030835 | 47   | MUJER      | SP  |
 122  | 301217 | EspLog                 | VILLANUEVA       | VILLANUEVA        | CARLOS               | 6461000694 | 38   | HOMBRE     | MC  |
 123  | 301227 | IngRed                 | QUINTERO         | RAMIREZ           | GABRIELA             | 6461032553 | 34   | MUJER      | DF  |
 124  | 301236 | ConsFin                | ROSALES          | SUAREZ            | PILAR                | 6461021408 | 35   | MUJER      | CM  |
 125  | 301238 | Enferm                 | RIVERA           | ROJAS             | LOURDES              | 6461004235 | 19   | MUJER      | PL  |
 126  | 301239 | Abogado                | ALVAREZ          | CERVANTES         | ELENA                | 6461005103 | 26   | MUJER      | NT  |
 127  | 301250 | AnMktDg                | SILVA            | IGLESIAS          | GLORIA               | 6461001689 | 45   | MUJER      | MS  |
 128  | 301252 | AsServ                 | SOTO             | VALDES            | MERCEDES             | 6461016734 | 37   | MUJER      | OC  |
 129  | 301259 | Contado                | REYES            | MEDINA            | MARIO                | 6461005224 | 22   | HOMBRE     | MS  |
 130  | 301270 | AsServ                 | TOVAR            | ARIAS             | JUAN                 | 6461030751 | 37   | HOMBRE     | SR  |
 131  | 301275 | EspSeg                 | FERNANDEZ        | MACIEL            | PATRICIA             | 6461004735 | 34   | MUJER      | OC  |
 132  | 301291 | IngCivil               | CONTRERAS        | FERNANDEZ         | SUSANA               | 6461032729 | 18   | MUJER      | MC  |
 133  | 301300 | AnMktDg                | PENA             | HERNANDEZ         | MANUEL               | 6461021418 | 29   | HOMBRE     | CH  |
 134  | 301315 | IngRed                 | PARDO            | SOTO              | MARIO                | 6461025523 | 25   | HOMBRE     | DG  |
 135  | 301327 | DisUX                  | OCHOA            | ESPINOSA          | ARTURO               | 6461017378 | 42   | HOMBRE     | ZS  |
 136  | 301330 | DisGraf                | VILLANUEVA       | MACIEL            | RAQUEL               | 6461009056 | 27   | MUJER      | QR  |
 137  | 301339 | DevSoft                | RIVERA           | URIBE             | MARiA                | 6461030549 | 29   | MUJER      | NE  |
 138  | 301346 | AnMktDg                | AGUILAR          | SOLIS             | ALEJANDRO            | 6461014243 | 39   | HOMBRE     | NT  |
 139  | 301370 | AnMktDg                | CALZADA          | ROSALES           | MARiA                | 6461006197 | 37   | MUJER      | NL  |
 140  | 301399 | TrabSoc                | MORENO           | ORTIZ             | LAURA                | 6461014618 | 50   | MUJER      | OC  |
 141  | 301407 | DisUX                  | URIBE            | MUNGUIA           | LUIS                 | 6461002088 | 28   | HOMBRE     | VZ  |
 142  | 301408 | IngElec                | MORA             | MENENDEZ          | EDUARDO              | 6461022550 | 35   | HOMBRE     | MN  |
 143  | 301411 | Abogado                | GUERRERO         | REYES             | MIGUEL               | 6461031793 | 27   | HOMBRE     | TS  |
 144  | 301424 | InvCien                | URIBE            | HERNANDEZ         | JORGE                | 6461010179 | 26   | HOMBRE     | TS  |
 145  | 301432 | DisUX                  | CASTILLO         | MEDINA            | BEATRIZ              | 6461011282 | 30   | MUJER      | BS  |
 146  | 301442 | AsistAdm               | TORRES           | LEON              | SUSANA               | 6461017224 | 38   | MUJER      | AG  |
 147  | 301446 | DisGraf                | SERRANO          | MERCADO           | MARIO                | 6461001827 | 19   | HOMBRE     | TS  |
 148  | 301459 | DisUX                  | VASQUEZ          | ARIAS             | DANIEL               | 6461023982 | 29   | HOMBRE     | YN  |
 149  | 301461 | EspRRHH                | RIOS             | CERVANTES         | ROBERTO              | 6461030205 | 44   | HOMBRE     | BS  |
 150  | 301474 | EspRRHH                | RIOS             | VALENCIA          | LOURDES              | 6461009443 | 28   | MUJER      | CL  |
 151  | 301479 | AnlSist                | RAMIREZ          | DURAN             | LOURDES              | 6461017353 | 26   | MUJER      | BC  |
 152  | 301488 | DisUX                  | ESPINOSA         | CASTANEDA         | JOSE                 | 6461021234 | 38   | HOMBRE     | CS  |
 153  | 301494 | GteProj                | OCHOA            | VASQUEZ           | BEATRIZ              | 6461029653 | 29   | MUJER      | BC  |
 154  | 301499 | DisUX                  | LOPEZ            | SANDOVAL          | JAVIER               | 6461030104 | 20   | HOMBRE     | VZ  |
 155  | 301512 | TecSup                 | PARDO            | LARA              | PAULA                | 6461032326 | 48   | MUJER      | VZ  |
 156  | 301525 | EspERen                | BARRIOS          | ESPINOSA          | CARLOS               | 6461009208 | 32   | HOMBRE     | DF  |
 157  | 301533 | IngRed                 | RIVERA           | LARA              | ERNESTO              | 6461001757 | 38   | HOMBRE     | TC  |
 158  | 301534 | IngRed                 | HERNANDEZ        | CASTILLO          | ALBERTO              | 6461013474 | 24   | HOMBRE     | SR  |
 159  | 301570 | GteProj                | BAUTISTA         | SOTO              | JORGE                | 6461019161 | 34   | HOMBRE     | CC  |
 160  | 301583 | Traduct                | CRUZ             | RAMIREZ           | SOFIA                | 6461010357 | 21   | MUJER      | TS  |
 161  | 301614 | DisGraf                | SILVA            | ALVARADO          | ROBERTO              | 6461003140 | 46   | HOMBRE     | NE  |
 162  | 301616 | ProfPrim               | MIRANDA          | DELGADO           | SOFIA                | 6461020533 | 19   | MUJER      | HG  |
 163  | 301619 | IngElec                | ESTRELLA         | VASQUEZ           | LAURA                | 6461019434 | 27   | MUJER      | HG  |
 164  | 301636 | EspSeg                 | CAMACHO          | DIAZ              | PAULA                | 6461015975 | 23   | MUJER      | HG  |
 165  | 301643 | AnMktDg                | NUNEZ            | SUAREZ            | ALEJANDRA            | 6461007029 | 46   | MUJER      | TS  |
 166  | 301651 | Traduct                | SANDOVAL         | SERRANO           | NATALIA              | 6461024327 | 29   | MUJER      | AG  |
 167  | 301655 | EspRRHH                | GUERRERO         | SILVA             | NATALIA              | 6461002836 | 41   | MUJER      | GT  |
 168  | 301672 | ProfPrim               | IGLESIAS         | LEON              | RICARDO              | 6461014565 | 45   | HOMBRE     | QR  |
 169  | 301705 | Enferm                 | GUZMAN           | ARIAS             | SALVADOR             | 6461004273 | 30   | HOMBRE     | BS  |
 170  | 301709 | RepVInt                | SANDOVAL         | HERNANDEZ         | PAULA                | 6461022629 | 47   | MUJER      | SP  |
 171  | 301710 | Enferm                 | ROMAN            | MENDEZ            | CLARA                | 6461009351 | 39   | MUJER      | YN  |
 172  | 301711 | Enferm                 | ARIAS            | RIVERA            | PATRICIA             | 6461025896 | 48   | MUJER      | QR  |
 173  | 301717 | AnlSist                | VALDES           | MACIAS            | LUIS                 | 6461031442 | 36   | HOMBRE     | CL  |
 174  | 301733 | ConsFin                | SOTO             | OCHOA             | ISRAEL               | 6461002034 | 49   | HOMBRE     | NE  |
 175  | 301752 | AnlSist                | VALENCIA         | IGLESIAS          | CONSUELO             | 6461017167 | 45   | MUJER      | GT  |
 176  | 301761 | TecSup                 | OSORIO           | LEAL              | ANTONIA              | 6461025516 | 33   | MUJER      | SR  |
 177  | 301773 | InvCien                | HIDALGO          | FERNANDEZ         | MARiA                | 6461031284 | 35   | MUJER      | TL  |
 178  | 301784 | TecSup                 | CASTANEDA        | SOTO              | SILVIA               | 6461017135 | 18   | MUJER      | BS  |
 179  | 301785 | IngRed                 | MENDEZ           | URIBE             | MERCEDES             | 6461000524 | 20   | MUJER      | MC  |
 180  | 301803 | Traduct                | FLORES           | MORENO            | PATRICIA             | 6461011448 | 38   | MUJER      | NL  |
 181  | 301807 | PsOrg                  | ROSALES          | CERVANTES         | ALBERTO              | 6461010145 | 28   | HOMBRE     | DG  |
 182  | 301825 | EspERen                | CRUZ             | SOLIS             | LOURDES              | 6461014659 | 18   | MUJER      | QT  |
 183  | 301832 | IngCivil               | ROLDAN           | FLORES            | MARiA                | 6461003704 | 46   | MUJER      | BS  |
 184  | 301852 | Abogado                | ESPINOZA         | GOMEZ             | SOFIA                | 6461021631 | 30   | MUJER      | SR  |
 185  | 301863 | DevSoft                | TOVAR            | ESTRELLA          | MERCEDES             | 6461013234 | 26   | MUJER      | QR  |
 186  | 301866 | Arquitect              | ROLDAN           | MOLINA            | MARIO                | 6461015638 | 18   | HOMBRE     | GT  |
 187  | 301867 | Traduct                | VALENZUELA       | VALENCIA          | ELENA                | 6461026776 | 44   | MUJER      | CL  |
 188  | 301887 | MedGen                 | LOPEZ            | VALENCIA          | DANIEL               | 6461002620 | 40   | HOMBRE     | BC  |
 189  | 301889 | DevSoft                | VARELA           | CRUZ              | MIGUEL               | 6461019625 | 28   | HOMBRE     | MN  |
 190  | 301897 | ChefEje                | ROLDAN           | SERRANO           | ISRAEL               | 6461008658 | 43   | HOMBRE     | MS  |
 191  | 301899 | AsServ                 | HIDALGO          | VALENCIA          | DANIEL               | 6461008011 | 49   | HOMBRE     | CH  |
 192  | 301901 | Contado                | CORDERO          | MERCADO           | PEDRO                | 6461017916 | 23   | HOMBRE     | NL  |
 193  | 301915 | GteProj                | ZAMORA           | SOSA              | MARTA                | 6461003148 | 35   | MUJER      | CS  |
 194  | 301922 | TecSup                 | VALDES           | ROMAN             | ISABEL               | 6461027103 | 19   | MUJER      | QT  |
 195  | 301933 | ProfPrim               | IGLESIAS         | MORENO            | HECTOR               | 6461009735 | 22   | HOMBRE     | CM  |
 196  | 301939 | DevSoft                | ROMERO           | GUERRERO          | ARTURO               | 6461029385 | 29   | HOMBRE     | SP  |
 197  | 301955 | IngRed                 | MORA             | JIMENEZ           | PAULA                | 6461001060 | 34   | MUJER      | CS  |
 198  | 301958 | GteProj                | OSORIO           | AGUILAR           | JOSE                 | 6461008561 | 24   | HOMBRE     | HG  |
 199  | 301962 | ProfPrim               | CASILLAS         | GARZA             | JORGE                | 6461019758 | 44   | HOMBRE     | MN  |
 200  | 301966 | EdCont                 | OSORIO           | CASTILLO          | EMILIO               | 6461011595 | 25   | HOMBRE     | HG  |
 201  | 302022 | AnlSist                | LARA             | VEGA              | GABRIELA             | 6461023259 | 46   | MUJER      | HG  |
 202  | 302035 | AnlDatos               | PARDO            | MALDONADO         | RAUL                 | 6461018469 | 50   | HOMBRE     | DF  |
 203  | 302036 | EdCont                 | VALENCIA         | FLORES            | EMILIO               | 6461011367 | 38   | HOMBRE     | OC  |
 204  | 302042 | TrabSoc                | SUAREZ           | DELGADO           | JAVIER               | 6461012371 | 26   | HOMBRE     | JC  |
 205  | 302080 | IngElec                | RIOS             | MENDEZ            | GLORIA               | 6461019188 | 23   | MUJER      | NL  |
 206  | 302084 | ChefEje                | MOLINA           | VALDES            | CLARA                | 6461024276 | 31   | MUJER      | ZS  |
 207  | 302087 | Traduct                | LEON             | PAREDES           | ANTONIA              | 6461029477 | 29   | MUJER      | BS  |
 208  | 302094 | EspLog                 | MENENDEZ         | BARRIOS           | EDUARDO              | 6461019128 | 27   | HOMBRE     | SR  |
 209  | 302101 | TrabSoc                | LARA             | VILLANUEVA        | ENRIQUE              | 6461025493 | 42   | HOMBRE     | JC  |
 210  | 302159 | IngCivil               | FERNANDEZ        | SOTO              | SALVADOR             | 6461003514 | 24   | HOMBRE     | MN  |
 211  | 302209 | MedGen                 | PENA             | MALDONADO         | CARMEN               | 6461000489 | 23   | MUJER      | BC  |
 212  | 302215 | EspSeg                 | VALDES           | PAREDES           | ROBERTO              | 6461005556 | 46   | HOMBRE     | TL  |
 213  | 302232 | InvCien                | BAUTISTA         | GUERRERO          | CARMEN               | 6461024370 | 19   | MUJER      | CL  |
 214  | 302234 | TrabSoc                | CASILLAS         | CRUZ              | JOSE                 | 6461010420 | 38   | HOMBRE     | PL  |
 215  | 302251 | Traduct                | SERRANO          | LARA              | GUILLERMO            | 6461001326 | 44   | HOMBRE     | SP  |
 216  | 302255 | Arquitect              | ROJAS            | DELGADO           | GLORIA               | 6461004598 | 35   | MUJER      | YN  |
 217  | 302285 | DevSoft                | MACIAS           | CERVANTES         | ADRIANA              | 6461030323 | 46   | MUJER      | TL  |
 218  | 302291 | AnlSist                | ROJAS            | VALENCIA          | ARTURO               | 6461004250 | 23   | HOMBRE     | VZ  |
 219  | 302294 | DisGraf                | VALENZUELA       | BARRIOS           | RAQUEL               | 6461021504 | 38   | MUJER      | QR  |
 220  | 302298 | ProfPrim               | MENDEZ           | CERVANTES         | MARIO                | 6461007413 | 19   | HOMBRE     | CM  |
 221  | 302307 | AnlDatos               | MENENDEZ         | GUERRERO          | CLARA                | 6461001345 | 35   | MUJER      | VZ  |
 222  | 302334 | Contado                | ROMAN            | ARIAS             | MARTA                | 6461010320 | 19   | MUJER      | DG  |
 223  | 302344 | EspERen                | MOLINA           | VALENZUELA        | SONIA                | 6461006484 | 26   | MUJER      | VZ  |
 224  | 302346 | EdCont                 | CERVANTES        | ORTIZ             | GABRIELA             | 6461006619 | 40   | MUJER      | SR  |
 225  | 302349 | EdCont                 | RIVERA           | BARRIOS           | ROSA                 | 6461004139 | 40   | MUJER      | QR  |
 226  | 302349 | IngRed                 | VALENZUELA       | GOMEZ             | ROSA                 | 6461014701 | 26   | MUJER      | MC  |
